"","Year","State","Type","Measure","Material","Value","Chemical"
"2501",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CHLOROTHALONIL = 81901)","(D)","FUNGICIDE"
"2502",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","(D)","FUNGICIDE"
"2503",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CYAZOFAMID = 85651)","(D)","FUNGICIDE"
"2504",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CYFLUFENAMID = 555550)","0.01","FUNGICIDE"
"2505",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","0.322","FUNGICIDE"
"2506",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"2507",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"2508",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","0.224","FUNGICIDE"
"2509",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLUXAPYROXAD = 138009)","(D)","FUNGICIDE"
"2510",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(IPRODIONE = 109801)","(D)","FUNGICIDE"
"2511",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ISOFETAMID = 270000)","0.362","FUNGICIDE"
"2512",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MANCOZEB = 14504)","(D)","FUNGICIDE"
"2513",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"2514",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","(D)","FUNGICIDE"
"2515",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"2516",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(POLYOXIN D ZINC SALT = 230000)","(D)","FUNGICIDE"
"2517",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(POTASSIUM BICARBON. = 73508)","(D)","FUNGICIDE"
"2518",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PROPICONAZOLE = 122101)","(D)","FUNGICIDE"
"2519",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","(D)","FUNGICIDE"
"2520",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
"2521",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(QUINOLINE = 55459)","(D)","FUNGICIDE"
"2522",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(STREPTOMYCES LYDICUS = 6327)","(NA)","FUNGICIDE"
"2523",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(SULFUR = 77501)","(D)","FUNGICIDE"
"2524",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(TETRACONAZOLE = 120603)","(D)","FUNGICIDE"
"2525",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","0.659","FUNGICIDE"
"2526",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(THIRAM = 79801)","(D)","FUNGICIDE"
"2527",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(TRIFLUMIZOLE = 128879)","(D)","FUNGICIDE"
"2528",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLUMIOXAZIN = 129034)","(D)","HERBICIDE"
"2529",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"2530",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(HALOSULFURON-METHYL = 128721)","(D)","HERBICIDE"
"2531",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PARAQUAT = 61601)","(D)","HERBICIDE"
"2532",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","(D)","INSECTICIDE"
"2533",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ACEQUINOCYL = 6329)","(D)","INSECTICIDE"
"2534",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","(D)","INSECTICIDE"
"2535",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BIFENAZATE = 586)","0.46","INSECTICIDE"
"2536",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","0.117","INSECTICIDE"
"2537",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BT KURSTAK ABTS-1857 = 6523)","(NA)","INSECTICIDE"
"2538",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","(NA)","INSECTICIDE"
"2539",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(NA)","INSECTICIDE"
"2540",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","0.054","INSECTICIDE"
"2541",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)","INSECTICIDE"
"2542",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION"," ","(D)","INSECTICIDE"
"2543",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ENDOSULFAN = 79401)","(D)","INSECTICIDE"
"2544",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ETOXAZOLE = 107091)","(D)","INSECTICIDE"
"2545",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FENPYROXIMATE = 129131)","(D)","INSECTICIDE"
"2546",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLONICAMID = 128016)","(D)","INSECTICIDE"
"2547",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLUBENDIAMIDE = 27602)","(D)","INSECTICIDE"
"2548",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(HEXYTHIAZOX = 128849)","(D)","INSECTICIDE"
"2549",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MALATHION = 57701)","(D)","INSECTICIDE"
"2550",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MUSTARD OIL = 4901)","(D)","INSECTICIDE"
"2551",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(NALED = 34401)","(D)","INSECTICIDE"
"2552",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(NEEM OIL","(D)","INSECTICIDE"
"2553",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(NOVALURON = 124002)","0.039","INSECTICIDE"
"2554",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PIPERONYL BUTOXIDE = 67501)","(D)","INSECTICIDE"
"2555",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PYRETHRINS = 69001)","(D)","INSECTICIDE"
"2556",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(SPINETORAM = 110007)","(D)","INSECTICIDE"
"2557",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(SPIROMESIFEN = 24875)","(D)","INSECTICIDE"
"2558",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(SULFOXAFLOR = 5210)","(D)","INSECTICIDE"
"2559",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(THIAMETHOXAM = 60109)","(D)","INSECTICIDE"
"2560",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ACIBENZOLAR-S-METHYL = 61402)","(D)","OTHER"
"2561",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CAPSAICIN = 70701)","(D)","OTHER"
"2562",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CHLOROPICRIN = 81501)","(D)","OTHER"
"2563",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(DICHLOROPROPENE = 29001)","(D)","OTHER"
"2564",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(HARPIN A B PROTEIN = 6506)","(D)","OTHER"
"2565",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MINERAL OIL = 63502)","(D)","OTHER"
"2566",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(REYNOUTRIA SACHALINE = 55809)","(D)","OTHER"
"2567",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(AZOXYSTROBIN = 128810)","0.255","FUNGICIDE"
"2568",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BACILLUS SUBTILIS = 6479)","(NA)","FUNGICIDE"
"2569",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BLAD = 30006)","(D)","FUNGICIDE"
"2570",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BOSCALID = 128008)","(D)","FUNGICIDE"
"2571",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CAPTAN = 81301)","15.109","FUNGICIDE"
"2572",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CHLOROTHALONIL = 81901)","(D)","FUNGICIDE"
"2573",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(COPPER HYDROXIDE = 23401)","(D)","FUNGICIDE"
"2574",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYAZOFAMID = 85651)","(D)","FUNGICIDE"
"2575",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYFLUFENAMID = 555550)","0.019","FUNGICIDE"
"2576",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYPRODINIL = 288202)","0.666","FUNGICIDE"
"2577",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"2578",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"2579",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","0.423","FUNGICIDE"
"2580",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUXAPYROXAD = 138009)","(D)","FUNGICIDE"
"2581",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(IPRODIONE = 109801)","(D)","FUNGICIDE"
"2582",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ISOFETAMID = 270000)","0.544","FUNGICIDE"
"2583",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MANCOZEB = 14504)","(D)","FUNGICIDE"
"2584",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"2585",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MYCLOBUTANIL = 128857)","(D)","FUNGICIDE"
"2586",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"2587",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(POLYOXIN D ZINC SALT = 230000)","(D)","FUNGICIDE"
"2588",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(POTASSIUM BICARBON. = 73508)","(D)","FUNGICIDE"
"2589",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PROPICONAZOLE = 122101)","(D)","FUNGICIDE"
"2590",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PYRACLOSTROBIN = 99100)","(D)","FUNGICIDE"
"2591",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
"2592",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(QUINOLINE = 55459)","(D)","FUNGICIDE"
"2593",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(STREPTOMYCES LYDICUS = 6327)","(NA)","FUNGICIDE"
"2594",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(SULFUR = 77501)","(D)","FUNGICIDE"
"2595",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(TETRACONAZOLE = 120603)","(D)","FUNGICIDE"
"2596",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(THIOPHANATE-METHYL = 102001)","1.298","FUNGICIDE"
"2597",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(THIRAM = 79801)","(D)","FUNGICIDE"
"2598",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(TRIFLUMIZOLE = 128879)","(D)","FUNGICIDE"
"2599",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUMIOXAZIN = 129034)","(D)","HERBICIDE"
"2600",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"2601",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(HALOSULFURON-METHYL = 128721)","(D)","HERBICIDE"
"2602",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PARAQUAT = 61601)","(D)","HERBICIDE"
"2603",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ABAMECTIN = 122804)","(D)","INSECTICIDE"
"2604",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ACEQUINOCYL = 6329)","(D)","INSECTICIDE"
"2605",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ACETAMIPRID = 99050)","(D)","INSECTICIDE"
"2606",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BIFENAZATE = 586)","0.84","INSECTICIDE"
"2607",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BIFENTHRIN = 128825)","0.162","INSECTICIDE"
"2608",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BT KURSTAK ABTS-1857 = 6523)","(NA)","INSECTICIDE"
"2609",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BT KURSTAKI ABTS-351 = 6522)","(NA)","INSECTICIDE"
"2610",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(NA)","INSECTICIDE"
"2611",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CHLORANTRANILIPROLE = 90100)","0.08","INSECTICIDE"
"2612",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)","INSECTICIDE"
"2613",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR"," ","(D)","INSECTICIDE"
"2614",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ENDOSULFAN = 79401)","(D)","INSECTICIDE"
"2615",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ETOXAZOLE = 107091)","(D)","INSECTICIDE"
"2616",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FENPYROXIMATE = 129131)","(D)","INSECTICIDE"
"2617",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLONICAMID = 128016)","(D)","INSECTICIDE"
"2618",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUBENDIAMIDE = 27602)","(D)","INSECTICIDE"
"2619",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(HEXYTHIAZOX = 128849)","(D)","INSECTICIDE"
"2620",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MALATHION = 57701)","(D)","INSECTICIDE"
"2621",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MUSTARD OIL = 4901)","(D)","INSECTICIDE"
"2622",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(NALED = 34401)","(D)","INSECTICIDE"
"2623",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(NEEM OIL","(D)","INSECTICIDE"
"2624",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(NOVALURON = 124002)","0.092","INSECTICIDE"
"2625",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PIPERONYL BUTOXIDE = 67501)","(D)","INSECTICIDE"
"2626",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PYRETHRINS = 69001)","(D)","INSECTICIDE"
"2627",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(SPINETORAM = 110007)","(D)","INSECTICIDE"
"2628",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(SPIROMESIFEN = 24875)","(D)","INSECTICIDE"
"2629",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(SULFOXAFLOR = 5210)","(D)","INSECTICIDE"
"2630",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","(D)","INSECTICIDE"
"2631",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ACIBENZOLAR-S-METHYL = 61402)","(D)","OTHER"
"2632",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CAPSAICIN = 70701)","(D)","OTHER"
"2633",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CHLOROPICRIN = 81501)","(D)","OTHER"
"2634",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DICHLOROPROPENE = 29001)","(D)","OTHER"
"2635",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(HARPIN A B PROTEIN = 6506)","(D)","OTHER"
"2636",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MINERAL OIL = 63502)","(D)","OTHER"
"2637",2016,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(REYNOUTRIA SACHALINE = 55809)","(D)","OTHER"
"2638",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(AZOXYSTROBIN = 128810)","2.2","FUNGICIDE"
"2639",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BACILLUS SUBTILIS = 6479)","(D)","FUNGICIDE"
"2640",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BLAD = 30006)","(D)","FUNGICIDE"
"2641",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BOSCALID = 128008)","(D)","FUNGICIDE"
"2642",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CAPTAN = 81301)","7.9","FUNGICIDE"
"2643",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CHLOROTHALONIL = 81901)","(D)","FUNGICIDE"
"2644",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(COPPER HYDROXIDE = 23401)","(D)","FUNGICIDE"
"2645",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CYAZOFAMID = 85651)","(D)","FUNGICIDE"
"2646",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CYFLUFENAMID = 555550)","1.8","FUNGICIDE"
"2647",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CYPRODINIL = 288202)","2.1","FUNGICIDE"
"2648",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"2649",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"2650",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLUDIOXONIL = 71503)","1.9","FUNGICIDE"
"2651",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLUXAPYROXAD = 138009)","(D)","FUNGICIDE"
"2652",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(IPRODIONE = 109801)","(D)","FUNGICIDE"
"2653",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ISOFETAMID = 270000)","1.5","FUNGICIDE"
"2654",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MANCOZEB = 14504)","(D)","FUNGICIDE"
"2655",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"2656",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MYCLOBUTANIL = 128857)","(D)","FUNGICIDE"
"2657",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"2658",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(POLYOXIN D ZINC SALT = 230000)","(D)","FUNGICIDE"
"2659",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(POTASSIUM BICARBON. = 73508)","(D)","FUNGICIDE"
"2660",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PROPICONAZOLE = 122101)","(D)","FUNGICIDE"
"2661",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PYRACLOSTROBIN = 99100)","(D)","FUNGICIDE"
"2662",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
"2663",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(QUINOLINE = 55459)","(D)","FUNGICIDE"
"2664",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(STREPTOMYCES LYDICUS = 6327)","(D)","FUNGICIDE"
"2665",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(SULFUR = 77501)","(D)","FUNGICIDE"
"2666",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(TETRACONAZOLE = 120603)","(D)","FUNGICIDE"
"2667",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(THIOPHANATE-METHYL = 102001)","2","FUNGICIDE"
"2668",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(THIRAM = 79801)","(D)","FUNGICIDE"
"2669",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(TRIFLUMIZOLE = 128879)","(D)","FUNGICIDE"
"2670",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLUMIOXAZIN = 129034)","(D)","HERBICIDE"
"2671",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"2672",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(HALOSULFURON-METHYL = 128721)","(D)","HERBICIDE"
"2673",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PARAQUAT = 61601)","(D)","HERBICIDE"
"2674",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ABAMECTIN = 122804)","(D)","INSECTICIDE"
"2675",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ACEQUINOCYL = 6329)","(D)","INSECTICIDE"
"2676",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ACETAMIPRID = 99050)","(D)","INSECTICIDE"
"2677",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BIFENAZATE = 586)","1.8","INSECTICIDE"
"2678",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BIFENTHRIN = 128825)","1.4","INSECTICIDE"
"2679",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BT KURSTAK ABTS-1857 = 6523)","(D)","INSECTICIDE"
"2680",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BT KURSTAKI ABTS-351 = 6522)","(D)","INSECTICIDE"
"2681",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(D)","INSECTICIDE"
"2682",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CHLORANTRANILIPROLE = 90100)","1.5","INSECTICIDE"
"2683",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(D)","INSECTICIDE"
"2684",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER"," ","(D)","INSECTICIDE"
"2685",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ENDOSULFAN = 79401)","(D)","INSECTICIDE"
"2686",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ETOXAZOLE = 107091)","(D)","INSECTICIDE"
"2687",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FENPYROXIMATE = 129131)","(D)","INSECTICIDE"
"2688",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLONICAMID = 128016)","(D)","INSECTICIDE"
"2689",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLUBENDIAMIDE = 27602)","(D)","INSECTICIDE"
"2690",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(HEXYTHIAZOX = 128849)","(D)","INSECTICIDE"
"2691",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MALATHION = 57701)","(D)","INSECTICIDE"
"2692",2016,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MUSTARD OIL = 4901)","(D)","INSECTICIDE"
